"name","short_url","original_url"
"Payment Oasis","https://serp.ly/Payment-Oasis","https://paymentoasis.com"
"Sam's Club Merchant Services","https://serp.ly/Sam-s-Club-Merchant-Services","https://samsclubms.com"
"UP Solution","https://serp.ly/UP-Solution","https://upsolution.com"
"Emerald Business Solutions","https://serp.ly/emerald-business-solutions","https://yestoebs.com"
"RP Solutions Inc","https://serp.ly/RP-Solutions-Inc","https://rpsolutions.com"
"Paystone","https://serp.ly/Paystone","https://paystone.com"
"Sphere Integrated Payment Solutions","https://serp.ly/sphere-integrated-payment-solutions","https://spherecommerce.com"
"Discover Data","https://serp.ly/discover-data","https://discoverdata.com"
"US Bank","https://serp.ly/us-bank","https://usbank.com"
"Apple Pay","https://serp.ly/apple-pay","https://apple.com"
"Lavu","https://serp.ly/lavu","https://lavu.com"
